# theta(rad)  log10(N_S)  adv_dB
1.518436  -2.833333  0.00033263
1.518436  -2.791667  0.00036601
1.518436  -2.750000  0.00040274
1.518436  -2.708333  0.00044313
1.518436  -2.666667  0.00048756
1.518436  -2.625000  0.00053642
1.518436  -2.583333  0.00059015
1.518436  -2.541667  0.00064923
1.518436  -2.500000  0.00071418
1.518436  -2.458333  0.00078560
1.518436  -2.416667  0.00086409
1.518436  -2.375000  0.00095036
1.518436  -2.333333  0.00104517
1.518436  -2.291667  0.00114933
1.518436  -2.250000  0.00126376
1.518436  -2.208333  0.00138944
1.518436  -2.166667  0.00152744
1.518436  -2.125000  0.00167894
1.518436  -2.083333  0.00184522
1.518436  -2.041667  0.00202766
1.518436  -2.000000  0.00222778
1.518436  -1.958333  0.00244721
1.518436  -1.916667  0.00268773
1.518436  -1.875000  0.00295125
1.518436  -1.833333  0.00323984
1.518436  -1.791667  0.00355573
1.518436  -1.750000  0.00390132
1.518436  -1.708333  0.00427918
1.518436  -1.666667  0.00469204
1.518436  -1.625000  0.00514284
1.518436  -1.583333  0.00563469
1.518436  -1.541667  0.00617086
1.518436  -1.500000  0.00675481
1.518436  -1.458333  0.00739017
1.518436  -1.416667  0.00808071
1.518436  -1.375000  0.00883035
1.518436  -1.333333  0.00964308
1.518436  -1.291667  0.01052299
1.518436  -1.250000  0.01147422
1.518436  -1.208333  0.01250085
1.518436  -1.166667  0.01360693
1.518436  -1.125000  0.01479635
1.518436  -1.083333  0.01607279
1.518436  -1.041667  0.01743962
1.518436  -1.000000  0.01889983
1.518436  -0.958333  0.02045590
1.518436  -0.916667  0.02210973
1.518436  -0.875000  0.02386248
1.518436  -0.833333  0.02571451
1.518436  -0.791667  0.02766526
1.518436  -0.750000  0.02971314
1.518436  -0.708333  0.03185547
1.518436  -0.666667  0.03408843
1.518436  -0.625000  0.03640696
1.518436  -0.583333  0.03880483
1.518436  -0.541667  0.04127462
1.518436  -0.500000  0.04380774
1.518436  -0.458333  0.04639462
1.518436  -0.416667  0.04902473
1.518436  -0.375000  0.05168680
1.518436  -0.333333  0.05436899
1.518436  -0.291667  0.05705909
1.518436  -0.250000  0.05974475
1.518436  -0.208333  0.06241370
1.518436  -0.166667  0.06505396
1.518436  -0.125000  0.06765410
1.518436  -0.083333  0.07020336
1.518436  -0.041667  0.07269188
1.518436  0.000000  0.07511078
1.518436  0.041667  0.07745232
1.518436  0.083333  0.07970991
1.518436  0.125000  0.08187817
1.518436  0.166667  0.08395295
1.518436  0.208333  0.08593122
1.518436  0.250000  0.08781112
1.518436  0.291667  0.08959181
1.518436  0.333333  0.09127337
1.518436  0.375000  0.09285679
1.518436  0.416667  0.09434374
1.518436  0.458333  0.09573656
1.518436  0.500000  0.09703810
1.518436  0.541667  0.09825164
1.518436  0.583333  0.09938077
1.518436  0.625000  0.10042936
1.518436  0.666667  0.10140138
1.518436  0.708333  0.10230094
1.518436  0.750000  0.10313216
1.518436  0.791667  0.10389913
1.518436  0.833333  0.10460589
1.518436  0.875000  0.10525639
1.518436  0.916667  0.10585443
1.518436  0.958333  0.10640369
1.518436  1.000000  0.10690766
1.518436  1.041667  0.10736969
1.518436  1.083333  0.10779292
1.518436  1.125000  0.10818034
1.518436  1.166667  0.10853474
1.518436  1.208333  0.10885874
1.518436  1.250000  0.10915478
1.518436  1.291667  0.10942513
1.518436  1.333333  0.10967192
1.518436  1.375000  0.10989710
1.518436  1.416667  0.11010248
1.518436  1.458333  0.11028974
1.518436  1.500000  0.11046042
1.518436  1.541667  0.11061594
1.518436  1.583333  0.11075762
1.518436  1.625000  0.11088665
1.518436  1.666667  0.11100414
1.518436  1.708333  0.11111110
1.518436  1.750000  0.11120845
1.518436  1.791667  0.11129704
1.518436  1.833333  0.11137765
1.518436  1.875000  0.11145099
1.518436  1.916667  0.11151770
1.518436  1.958333  0.11157838
1.518436  2.000000  0.11163356

1.570796  -3.000000  0.00000000
1.570796  -2.958333  0.00000000
1.570796  -2.916667  0.00000000
1.570796  -2.875000  0.00000000
1.570796  -2.833333  0.00000000
1.570796  -2.791667  0.00000000
1.570796  -2.750000  0.00000000
1.570796  -2.708333  0.00000000
1.570796  -2.666667  0.00000000
1.570796  -2.625000  0.00000000
1.570796  -2.583333  0.00000000
1.570796  -2.541667  0.00000000
1.570796  -2.500000  0.00000000
1.570796  -2.458333  0.00000000
1.570796  -2.416667  0.00000000
1.570796  -2.375000  0.00000000
1.570796  -2.333333  0.00000000
1.570796  -2.291667  0.00000000
1.570796  -2.250000  0.00000000
1.570796  -2.208333  0.00000000
1.570796  -2.166667  0.00000000
1.570796  -2.125000  0.00000000
1.570796  -2.083333  0.00000000
1.570796  -2.041667  0.00000000
1.570796  -2.000000  0.00000000
1.570796  -1.958333  0.00000000
1.570796  -1.916667  0.00000000
1.570796  -1.875000  0.00000000
1.570796  -1.833333  0.00000000
1.570796  -1.791667  0.00000000
1.570796  -1.750000  0.00000000
1.570796  -1.708333  0.00000000
1.570796  -1.666667  0.00000000
1.570796  -1.625000  0.00000000
1.570796  -1.583333  0.00000000
1.570796  -1.541667  0.00000000
1.570796  -1.500000  0.00000000
1.570796  -1.458333  0.00000000
1.570796  -1.416667  0.00000000
1.570796  -1.375000  0.00000000
1.570796  -1.333333  0.00000000
1.570796  -1.291667  0.00000000
1.570796  -1.250000  0.00000000
1.570796  -1.208333  0.00000000
1.570796  -1.166667  0.00000000
1.570796  -1.125000  0.00000000
1.570796  -1.083333  0.00000000
1.570796  -1.041667  0.00000000
1.570796  -1.000000  0.00000000
1.570796  -0.958333  0.00000000
1.570796  -0.916667  0.00000000
1.570796  -0.875000  0.00000000
1.570796  -0.833333  0.00000000
1.570796  -0.791667  0.00000000
1.570796  -0.750000  0.00000000
1.570796  -0.708333  0.00000000
1.570796  -0.666667  0.00000000
1.570796  -0.625000  0.00000000
1.570796  -0.583333  0.00000000
1.570796  -0.541667  0.00000000
1.570796  -0.500000  0.00000000
1.570796  -0.458333  0.00000000
1.570796  -0.416667  0.00000000
1.570796  -0.375000  0.00000000
1.570796  -0.333333  0.00000000
1.570796  -0.291667  0.00000000
1.570796  -0.250000  0.00000000
1.570796  -0.208333  0.00000000
1.570796  -0.166667  0.00000000
1.570796  -0.125000  0.00000000
1.570796  -0.083333  0.00000000
1.570796  -0.041667  0.00000000
1.570796  0.000000  0.00000000
1.570796  0.041667  0.00000000
1.570796  0.083333  0.00000000
1.570796  0.125000  0.00000000
1.570796  0.166667  0.00000000
1.570796  0.208333  0.00000000
1.570796  0.250000  0.00000000
1.570796  0.291667  0.00000000
1.570796  0.333333  0.00000000
1.570796  0.375000  0.00000000
1.570796  0.416667  0.00000000
1.570796  0.458333  0.00000000
1.570796  0.500000  0.00000000
1.570796  0.541667  0.00000000
1.570796  0.583333  0.00000000
1.570796  0.625000  0.00000000
1.570796  0.666667  0.00000000
1.570796  0.708333  0.00000000
1.570796  0.750000  0.00000000
1.570796  0.791667  0.00000000
1.570796  0.833333  0.00000000
1.570796  0.875000  0.00000000
1.570796  0.916667  0.00000000
1.570796  0.958333  0.00000000
1.570796  1.000000  0.00000000
1.570796  1.041667  0.00000000
1.570796  1.083333  0.00000000
1.570796  1.125000  0.00000000
1.570796  1.166667  0.00000000
1.570796  1.208333  0.00000000
1.570796  1.250000  0.00000000
1.570796  1.291667  0.00000000
1.570796  1.333333  0.00000000
1.570796  1.375000  0.00000000
1.570796  1.416667  0.00000000
1.570796  1.458333  0.00000000
1.570796  1.500000  0.00000000
1.570796  1.541667  0.00000000
1.570796  1.583333  0.00000000
1.570796  1.625000  0.00000000
1.570796  1.666667  0.00000000
1.570796  1.708333  0.00000000
1.570796  1.750000  0.00000000
1.570796  1.791667  0.00000000
1.570796  1.833333  0.00000000
1.570796  1.875000  0.00000000
1.570796  1.916667  0.00000000
1.570796  1.958333  0.00000000
1.570796  2.000000  0.00000000

1.623156  -3.000000  0.00022683
1.623156  -2.958333  0.00024962
1.623156  -2.916667  0.00027470
1.623156  -2.875000  0.00030228
1.623156  -2.833333  0.00033263
1.623156  -2.791667  0.00036601
1.623156  -2.750000  0.00040274
1.623156  -2.708333  0.00044313
1.623156  -2.666667  0.00048756
1.623156  -2.625000  0.00053642
1.623156  -2.583333  0.00059015
1.623156  -2.541667  0.00064923
1.623156  -2.500000  0.00071418
1.623156  -2.458333  0.00078560
1.623156  -2.416667  0.00086409
1.623156  -2.375000  0.00095036
1.623156  -2.333333  0.00104517
1.623156  -2.291667  0.00114933
1.623156  -2.250000  0.00126376
1.623156  -2.208333  0.00138944
1.623156  -2.166667  0.00152744
1.623156  -2.125000  0.00167894
1.623156  -2.083333  0.00184522
1.623156  -2.041667  0.00202766
1.623156  -2.000000  0.00222778
1.623156  -1.958333  0.00244721
1.623156  -1.916667  0.00268773
1.623156  -1.875000  0.00295125
1.623156  -1.833333  0.00323984
1.623156  -1.791667  0.00355573
1.623156  -1.750000  0.00390132
1.623156  -1.708333  0.00427918
1.623156  -1.666667  0.00469204
1.623156  -1.625000  0.00514284
1.623156  -1.583333  0.00563469
1.623156  -1.541667  0.00617086
1.623156  -1.500000  0.00675481
1.623156  -1.458333  0.00739017
1.623156  -1.416667  0.00808071
1.623156  -1.375000  0.00883035
1.623156  -1.333333  0.00964308
1.623156  -1.291667  0.01052299
1.623156  -1.250000  0.01147422
1.623156  -1.208333  0.01250085
1.623156  -1.166667  0.01360693
1.623156  -1.125000  0.01479635
1.623156  -1.083333  0.01607279
1.623156  -1.041667  0.01743962
1.623156  -1.000000  0.01889983
1.623156  -0.958333  0.02045590
1.623156  -0.916667  0.02210973
1.623156  -0.875000  0.02386248
1.623156  -0.833333  0.02571451
1.623156  -0.791667  0.02766526
1.623156  -0.750000  0.02971314
1.623156  -0.708333  0.03185547
1.623156  -0.666667  0.03408843
1.623156  -0.625000  0.03640696
1.623156  -0.583333  0.03880483
1.623156  -0.541667  0.04127462
1.623156  -0.500000  0.04380774
1.623156  -0.458333  0.04639462
1.623156  -0.416667  0.04902473
1.623156  -0.375000  0.05168680
1.623156  -0.333333  0.05436899
1.623156  -0.291667  0.05705909
1.623156  -0.250000  0.05974475
1.623156  -0.208333  0.06241370
1.623156  -0.166667  0.06505396
1.623156  -0.125000  0.06765410
1.623156  -0.083333  0.07020336
1.623156  -0.041667  0.07269188
1.623156  0.000000  0.07511078
1.623156  0.041667  0.07745232
1.623156  0.083333  0.07970991
1.623156  0.125000  0.08187817
1.623156  0.166667  0.08395295
1.623156  0.208333  0.08593122
1.623156  0.250000  0.08781112
1.623156  0.291667  0.08959181
1.623156  0.333333  0.09127337
1.623156  0.375000  0.09285679
1.623156  0.416667  0.09434374
1.623156  0.458333  0.09573656
1.623156  0.500000  0.09703810
1.623156  0.541667  0.09825164
1.623156  0.583333  0.09938077
1.623156  0.625000  0.10042936
1.623156  0.666667  0.10140138
1.623156  0.708333  0.10230094
1.623156  0.750000  0.10313216
1.623156  0.791667  0.10389913
1.623156  0.833333  0.10460589
1.623156  0.875000  0.10525639
1.623156  0.916667  0.10585443
1.623156  0.958333  0.10640369
1.623156  1.000000  0.10690766
1.623156  1.041667  0.10736969
1.623156  1.083333  0.10779292
1.623156  1.125000  0.10818034
1.623156  1.166667  0.10853474
1.623156  1.208333  0.10885874
1.623156  1.250000  0.10915478
1.623156  1.291667  0.10942513
1.623156  1.333333  0.10967192
1.623156  1.375000  0.10989710
1.623156  1.416667  0.11010248
1.623156  1.458333  0.11028974
1.623156  1.500000  0.11046042
1.623156  1.541667  0.11061594
1.623156  1.583333  0.11075762
1.623156  1.625000  0.11088665
1.623156  1.666667  0.11100414
1.623156  1.708333  0.11111110
1.623156  1.750000  0.11120845
1.623156  1.791667  0.11129704
1.623156  1.833333  0.11137765
1.623156  1.875000  0.11145099
1.623156  1.916667  0.11151770
1.623156  1.958333  0.11157838
1.623156  2.000000  0.11163356

1.675516  -3.000000  0.00045303
1.675516  -2.958333  0.00049855
1.675516  -2.916667  0.00054862
1.675516  -2.875000  0.00060371
1.675516  -2.833333  0.00066432
1.675516  -2.791667  0.00073100
1.675516  -2.750000  0.00080433
1.675516  -2.708333  0.00088500
1.675516  -2.666667  0.00097372
1.675516  -2.625000  0.00107130
1.675516  -2.583333  0.00117860
1.675516  -2.541667  0.00129658
1.675516  -2.500000  0.00142630
1.675516  -2.458333  0.00156890
1.675516  -2.416667  0.00172564
1.675516  -2.375000  0.00189791
1.675516  -2.333333  0.00208722
1.675516  -2.291667  0.00229521
1.675516  -2.250000  0.00252369
1.675516  -2.208333  0.00277462
1.675516  -2.166667  0.00305016
1.675516  -2.125000  0.00335263
1.675516  -2.083333  0.00368460
1.675516  -2.041667  0.00404883
1.675516  -2.000000  0.00444832
1.675516  -1.958333  0.00488635
1.675516  -1.916667  0.00536644
1.675516  -1.875000  0.00589241
1.675516  -1.833333  0.00646839
1.675516  -1.791667  0.00709882
1.675516  -1.750000  0.00778846
1.675516  -1.708333  0.00854243
1.675516  -1.666667  0.00936618
1.675516  -1.625000  0.01026553
1.675516  -1.583333  0.01124666
1.675516  -1.541667  0.01231608
1.675516  -1.500000  0.01348066
1.675516  -1.458333  0.01474758
1.675516  -1.416667  0.01612433
1.675516  -1.375000  0.01761864
1.675516  -1.333333  0.01923844
1.675516  -1.291667  0.02099181
1.675516  -1.250000  0.02288687
1.675516  -1.208333  0.02493170
1.675516  -1.166667  0.02713424
1.675516  -1.125000  0.02950211
1.675516  -1.083333  0.03204250
1.675516  -1.041667  0.03476197
1.675516  -1.000000  0.03766630
1.675516  -0.958333  0.04076024
1.675516  -0.916667  0.04404733
1.675516  -0.875000  0.04752969
1.675516  -0.833333  0.05120780
1.675516  -0.791667  0.05508028
1.675516  -0.750000  0.05914375
1.675516  -0.708333  0.06339262
1.675516  -0.666667  0.06781902
1.675516  -0.625000  0.07241271
1.675516  -0.583333  0.07716105
1.675516  -0.541667  0.08204911
1.675516  -0.500000  0.08705972
1.675516  -0.458333  0.09217369
1.675516  -0.416667  0.09737008
1.675516  -0.375000  0.10262650
1.675516  -0.333333  0.10791947
1.675516  -0.291667  0.11322486
1.675516  -0.250000  0.11851830
1.675516  -0.208333  0.12377566
1.675516  -0.166667  0.12897344
1.675516  -0.125000  0.13408924
1.675516  -0.083333  0.13910205
1.675516  -0.041667  0.14399268
1.675516  0.000000  0.14874391
1.675516  0.041667  0.15334075
1.675516  0.083333  0.15777053
1.675516  0.125000  0.16202296
1.675516  0.166667  0.16609011
1.675516  0.208333  0.16996638
1.675516  0.250000  0.17364831
1.675516  0.291667  0.17713450
1.675516  0.333333  0.18042540
1.675516  0.375000  0.18352308
1.675516  0.416667  0.18643108
1.675516  0.458333  0.18915412
1.675516  0.500000  0.19169795
1.675516  0.541667  0.19406912
1.675516  0.583333  0.19627482
1.675516  0.625000  0.19832267
1.675516  0.666667  0.20022058
1.675516  0.708333  0.20197664
1.675516  0.750000  0.20359898
1.675516  0.791667  0.20509566
1.675516  0.833333  0.20647464
1.675516  0.875000  0.20774364
1.675516  0.916667  0.20891015
1.675516  0.958333  0.20998137
1.675516  1.000000  0.21096416
1.675516  1.041667  0.21186505
1.675516  1.083333  0.21269022
1.675516  1.125000  0.21344550
1.675516  1.166667  0.21413635
1.675516  1.208333  0.21476789
1.675516  1.250000  0.21534489
1.675516  1.291667  0.21587181
1.675516  1.333333  0.21635276
1.675516  1.375000  0.21679157
1.675516  1.416667  0.21719179
1.675516  1.458333  0.21755667
1.675516  1.500000  0.21788924
1.675516  1.541667  0.21819227
1.675516  1.583333  0.21846831
1.675516  1.625000  0.21871971
1.675516  1.666667  0.21894860
1.675516  1.708333  0.21915698
1.675516  1.750000  0.21934663
1.675516  1.791667  0.21951922
1.675516  1.833333  0.21967626
1.675516  1.875000  0.21981912
1.675516  1.916667  0.21994908
1.675516  1.958333  0.22006728
1.675516  2.000000  0.22017478

1.727876  -3.000000  0.00067798
1.727876  -2.958333  0.00074609
1.727876  -2.916667  0.00082103
1.727876  -2.875000  0.00090347
1.727876  -2.833333  0.00099417
1.727876  -2.791667  0.00109394
1.727876  -2.750000  0.00120369
1.727876  -2.708333  0.00132440
1.727876  -2.666667  0.00145717
1.727876  -2.625000  0.00160318
1.727876  -2.583333  0.00176374
1.727876  -2.541667  0.00194028
1.727876  -2.500000  0.00213438
1.727876  -2.458333  0.00234776
1.727876  -2.416667  0.00258230
1.727876  -2.375000  0.00284006
1.727876  -2.333333  0.00312330
1.727876  -2.291667  0.00343450
1.727876  -2.250000  0.00377634
1.727876  -2.208333  0.00415176
1.727876  -2.166667  0.00456398
1.727876  -2.125000  0.00501650
1.727876  -2.083333  0.00551311
1.727876  -2.041667  0.00605796
1.727876  -2.000000  0.00665555
1.727876  -1.958333  0.00731073
1.727876  -1.916667  0.00802880
1.727876  -1.875000  0.00881546
1.727876  -1.833333  0.00967685
1.727876  -1.791667  0.01061960
1.727876  -1.750000  0.01165082
1.727876  -1.708333  0.01277813
1.727876  -1.666667  0.01400968
1.727876  -1.625000  0.01535412
1.727876  -1.583333  0.01682064
1.727876  -1.541667  0.01841896
1.727876  -1.500000  0.02015927
1.727876  -1.458333  0.02205227
1.727876  -1.416667  0.02410905
1.727876  -1.375000  0.02634110
1.727876  -1.333333  0.02876016
1.727876  -1.291667  0.03137819
1.727876  -1.250000  0.03420721
1.727876  -1.208333  0.03725913
1.727876  -1.166667  0.04054564
1.727876  -1.125000  0.04407793
1.727876  -1.083333  0.04786652
1.727876  -1.041667  0.05192099
1.727876  -1.000000  0.05624967
1.727876  -0.958333  0.06085940
1.727876  -0.916667  0.06575515
1.727876  -0.875000  0.07093976
1.727876  -0.833333  0.07641359
1.727876  -0.791667  0.08217426
1.727876  -0.750000  0.08821633
1.727876  -0.708333  0.09453115
1.727876  -0.666667  0.10110663
1.727876  -0.625000  0.10792717
1.727876  -0.583333  0.11497368
1.727876  -0.541667  0.12222363
1.727876  -0.500000  0.12965125
1.727876  -0.458333  0.13722784
1.727876  -0.416667  0.14492215
1.727876  -0.375000  0.15270083
1.727876  -0.333333  0.16052905
1.727876  -0.291667  0.16837106
1.727876  -0.250000  0.17619085
1.727876  -0.208333  0.18395284
1.727876  -0.166667  0.19162248
1.727876  -0.125000  0.19916687
1.727876  -0.083333  0.20655532
1.727876  -0.041667  0.21375978
1.727876  0.000000  0.22075522
1.727876  0.041667  0.22751991
1.727876  0.083333  0.23403556
1.727876  0.125000  0.24028740
1.727876  0.166667  0.24626417
1.727876  0.208333  0.25195798
1.727876  0.250000  0.25736413
1.727876  0.291667  0.26248091
1.727876  0.333333  0.26730928
1.727876  0.375000  0.27185261
1.727876  0.416667  0.27611635
1.727876  0.458333  0.28010770
1.727876  0.500000  0.28383532
1.727876  0.541667  0.28730902
1.727876  0.583333  0.29053952
1.727876  0.625000  0.29353813
1.727876  0.666667  0.29631662
1.727876  0.708333  0.29888694
1.727876  0.750000  0.30126110
1.727876  0.791667  0.30345102
1.727876  0.833333  0.30546840
1.727876  0.875000  0.30732463
1.727876  0.916667  0.30903072
1.727876  0.958333  0.31059724
1.727876  1.000000  0.31203430
1.727876  1.041667  0.31335147
1.727876  1.083333  0.31455783
1.727876  1.125000  0.31566191
1.727876  1.166667  0.31667173
1.727876  1.208333  0.31759479
1.727876  1.250000  0.31843808
1.727876  1.291667  0.31920813
1.727876  1.333333  0.31991096
1.727876  1.375000  0.32055219
1.727876  1.416667  0.32113699
1.727876  1.458333  0.32167014
1.727876  1.500000  0.32215606
1.727876  1.541667  0.32259880
1.727876  1.583333  0.32300210
1.727876  1.625000  0.32336937
1.727876  1.666667  0.32370378
1.727876  1.708333  0.32400819
1.727876  1.750000  0.32428524
1.727876  1.791667  0.32453737
1.727876  1.833333  0.32476677
1.727876  1.875000  0.32497546
1.727876  1.916667  0.32516530
1.727876  1.958333  0.32533796
1.727876  2.000000  0.32549499

1.780236  -3.000000  0.00090105
1.780236  -2.958333  0.00099157
1.780236  -2.916667  0.00109117
1.780236  -2.875000  0.00120073
1.780236  -2.833333  0.00132127
1.780236  -2.791667  0.00145386
1.780236  -2.750000  0.00159971
1.780236  -2.708333  0.00176013
1.780236  -2.666667  0.00193657
1.780236  -2.625000  0.00213060
1.780236  -2.583333  0.00234397
1.780236  -2.541667  0.00257857
1.780236  -2.500000  0.00283650
1.780236  -2.458333  0.00312005
1.780236  -2.416667  0.00343170
1.780236  -2.375000  0.00377422
1.780236  -2.333333  0.00415058
1.780236  -2.291667  0.00456408
1.780236  -2.250000  0.00501828
1.780236  -2.208333  0.00551710
1.780236  -2.166667  0.00606479
1.780236  -2.125000  0.00666599
1.780236  -2.083333  0.00732576
1.780236  -2.041667  0.00804959
1.780236  -2.000000  0.00884343
1.780236  -1.958333  0.00971376
1.780236  -1.916667  0.01066757
1.780236  -1.875000  0.01171241
1.780236  -1.833333  0.01285646
1.780236  -1.791667  0.01410847
1.780236  -1.750000  0.01547788
1.780236  -1.708333  0.01697477
1.780236  -1.666667  0.01860992
1.780236  -1.625000  0.02039478
1.780236  -1.583333  0.02234152
1.780236  -1.541667  0.02446296
1.780236  -1.500000  0.02677259
1.780236  -1.458333  0.02928450
1.780236  -1.416667  0.03201334
1.780236  -1.375000  0.03497423
1.780236  -1.333333  0.03818265
1.780236  -1.291667  0.04165430
1.780236  -1.250000  0.04540497
1.780236  -1.208333  0.04945027
1.780236  -1.166667  0.05380547
1.780236  -1.125000  0.05848518
1.780236  -1.083333  0.06350308
1.780236  -1.041667  0.06887156
1.780236  -1.000000  0.07460133
1.780236  -0.958333  0.08070108
1.780236  -0.916667  0.08717701
1.780236  -0.875000  0.09403248
1.780236  -0.833333  0.10126751
1.780236  -0.791667  0.10887850
1.780236  -0.750000  0.11685782
1.780236  -0.708333  0.12519352
1.780236  -0.666667  0.13386917
1.780236  -0.625000  0.14286374
1.780236  -0.583333  0.15215158
1.780236  -0.541667  0.16170257
1.780236  -0.500000  0.17148239
1.780236  -0.458333  0.18145291
1.780236  -0.416667  0.19157271
1.780236  -0.375000  0.20179775
1.780236  -0.333333  0.21208211
1.780236  -0.291667  0.22237875
1.780236  -0.250000  0.23264044
1.780236  -0.208333  0.24282057
1.780236  -0.166667  0.25287403
1.780236  -0.125000  0.26275793
1.780236  -0.083333  0.27243238
1.780236  -0.041667  0.28186102
1.780236  0.000000  0.29101150
1.780236  0.041667  0.29985582
1.780236  0.083333  0.30837054
1.780236  0.125000  0.31653684
1.780236  0.166667  0.32434048
1.780236  0.208333  0.33177160
1.780236  0.250000  0.33882455
1.780236  0.291667  0.34549752
1.780236  0.333333  0.35179218
1.780236  0.375000  0.35771330
1.780236  0.416667  0.36326833
1.780236  0.458333  0.36846698
1.780236  0.500000  0.37332082
1.780236  0.541667  0.37784291
1.780236  0.583333  0.38204740
1.780236  0.625000  0.38594925
1.780236  0.666667  0.38956395
1.780236  0.708333  0.39290721
1.780236  0.750000  0.39599480
1.780236  0.791667  0.39884233
1.780236  0.833333  0.40146512
1.780236  0.875000  0.40387808
1.780236  0.916667  0.40609560
1.780236  0.958333  0.40813149
1.780236  1.000000  0.40999892
1.780236  1.041667  0.41171041
1.780236  1.083333  0.41327777
1.780236  1.125000  0.41471213
1.780236  1.166667  0.41602394
1.780236  1.208333  0.41722296
1.780236  1.250000  0.41831830
1.780236  1.291667  0.41931845
1.780236  1.333333  0.42023125
1.780236  1.375000  0.42106401
1.780236  1.416667  0.42182345
1.780236  1.458333  0.42251579
1.780236  1.500000  0.42314678
1.780236  1.541667  0.42372167
1.780236  1.583333  0.42424534
1.780236  1.625000  0.42472222
1.780236  1.666667  0.42515640
1.780236  1.708333  0.42555164
1.780236  1.750000  0.42591135
1.780236  1.791667  0.42623869
1.780236  1.833333  0.42653652
1.780236  1.875000  0.42680746
1.780236  1.916667  0.42705392
1.780236  1.958333  0.42727807
1.780236  2.000000  0.42748193

1.832596  -3.000000  0.00112165
1.832596  -2.958333  0.00123433
1.832596  -2.916667  0.00135830
1.832596  -2.875000  0.00149468
1.832596  -2.833333  0.00164472
1.832596  -2.791667  0.00180977
1.832596  -2.750000  0.00199131
1.832596  -2.708333  0.00219099
1.832596  -2.666667  0.00241060
1.832596  -2.625000  0.00265212
1.832596  -2.583333  0.00291770
1.832596  -2.541667  0.00320970
1.832596  -2.500000  0.00353074
1.832596  -2.458333  0.00388365
1.832596  -2.416667  0.00427155
1.832596  -2.375000  0.00469784
1.832596  -2.333333  0.00516625
1.832596  -2.291667  0.00568087
1.832596  -2.250000  0.00624613
1.832596  -2.208333  0.00686690
1.832596  -2.166667  0.00754847
1.832596  -2.125000  0.00829661
1.832596  -2.083333  0.00911760
1.832596  -2.041667  0.01001826
1.832596  -2.000000  0.01100601
1.832596  -1.958333  0.01208887
1.832596  -1.916667  0.01327554
1.832596  -1.875000  0.01457540
1.832596  -1.833333  0.01599858
1.832596  -1.791667  0.01755597
1.832596  -1.750000  0.01925926
1.832596  -1.708333  0.02112097
1.832596  -1.666667  0.02315445
1.832596  -1.625000  0.02537390
1.832596  -1.583333  0.02779439
1.832596  -1.541667  0.03043180
1.832596  -1.500000  0.03330280
1.832596  -1.458333  0.03642484
1.832596  -1.416667  0.03981600
1.832596  -1.375000  0.04349494
1.832596  -1.333333  0.04748076
1.832596  -1.291667  0.05179280
1.832596  -1.250000  0.05645044
1.832596  -1.208333  0.06147288
1.832596  -1.166667  0.06687881
1.832596  -1.125000  0.07268609
1.832596  -1.083333  0.07891137
1.832596  -1.041667  0.08556967
1.832596  -1.000000  0.09267388
1.832596  -0.958333  0.10023436
1.832596  -0.916667  0.10825832
1.832596  -0.875000  0.11674943
1.832596  -0.833333  0.12570720
1.832596  -0.791667  0.13512662
1.832596  -0.750000  0.14499767
1.832596  -0.708333  0.15530502
1.832596  -0.666667  0.16602777
1.832596  -0.625000  0.17713935
1.832596  -0.583333  0.18860755
1.832596  -0.541667  0.20039469
1.832596  -0.500000  0.21245795
1.832596  -0.458333  0.22474991
1.832596  -0.416667  0.23721921
1.832596  -0.375000  0.24981135
1.832596  -0.333333  0.26246961
1.832596  -0.291667  0.27513608
1.832596  -0.250000  0.28775269
1.832596  -0.208333  0.30026228
1.832596  -0.166667  0.31260963
1.832596  -0.125000  0.32474240
1.832596  -0.083333  0.33661198
1.832596  -0.041667  0.34817421
1.832596  0.000000  0.35938991
1.832596  0.041667  0.37022530
1.832596  0.083333  0.38065220
1.832596  0.125000  0.39064813
1.832596  0.166667  0.40019620
1.832596  0.208333  0.40928494
1.832596  0.250000  0.41790794
1.832596  0.291667  0.42606349
1.832596  0.333333  0.43375414
1.832596  0.375000  0.44098616
1.832596  0.416667  0.44776905
1.832596  0.458333  0.45411506
1.832596  0.500000  0.46003865
1.832596  0.541667  0.46555605
1.832596  0.583333  0.47068482
1.832596  0.625000  0.47544345
1.832596  0.666667  0.47985103
1.832596  0.708333  0.48392692
1.832596  0.750000  0.48769049
1.832596  0.791667  0.49116093
1.832596  0.833333  0.49435704
1.832596  0.875000  0.49729707
1.832596  0.916667  0.49999866
1.832596  0.958333  0.50247870
1.832596  1.000000  0.50475331
1.832596  1.041667  0.50683778
1.832596  1.083333  0.50874656
1.832596  1.125000  0.51049324
1.832596  1.166667  0.51209057
1.832596  1.208333  0.51355048
1.832596  1.250000  0.51488407
1.832596  1.291667  0.51610169
1.832596  1.333333  0.51721293
1.832596  1.375000  0.51822667
1.832596  1.416667  0.51915113
1.832596  1.458333  0.51999388
1.832596  1.500000  0.52076192
1.832596  1.541667  0.52146166
1.832596  1.583333  0.52209903
1.832596  1.625000  0.52267944
1.832596  1.666667  0.52320787
1.832596  1.708333  0.52368890
1.832596  1.750000  0.52412668
1.832596  1.791667  0.52452505
1.832596  1.833333  0.52488750
1.832596  1.875000  0.52521723
1.832596  1.916667  0.52551716
1.832596  1.958333  0.52578994
