# theta(rad)  log10(N_S)  adv_dB
0.314159  1.500000  1.66763486
0.314159  1.541667  1.66960910
0.314159  1.583333  1.67140683
0.314159  1.625000  1.67304350
0.314159  1.666667  1.67453327
0.314159  1.708333  1.67588907
0.314159  1.750000  1.67712277
0.314159  1.791667  1.67824521
0.314159  1.833333  1.67926628
0.314159  1.875000  1.68019503
0.314159  1.916667  1.68103973
0.314159  1.958333  1.68180789
0.314159  2.000000  1.68250639

0.366519  -3.000000  0.00404451
0.366519  -2.958333  0.00445067
0.366519  -2.916667  0.00489749
0.366519  -2.875000  0.00538902
0.366519  -2.833333  0.00592971
0.366519  -2.791667  0.00652442
0.366519  -2.750000  0.00717853
0.366519  -2.708333  0.00789789
0.366519  -2.666667  0.00868896
0.366519  -2.625000  0.00955879
0.366519  -2.583333  0.01051515
0.366519  -2.541667  0.01156652
0.366519  -2.500000  0.01272219
0.366519  -2.458333  0.01399233
0.366519  -2.416667  0.01538809
0.366519  -2.375000  0.01692163
0.366519  -2.333333  0.01860626
0.366519  -2.291667  0.02045649
0.366519  -2.250000  0.02248816
0.366519  -2.208333  0.02471855
0.366519  -2.166667  0.02716644
0.366519  -2.125000  0.02985228
0.366519  -2.083333  0.03279827
0.366519  -2.041667  0.03602851
0.366519  -2.000000  0.03956908
0.366519  -1.958333  0.04344819
0.366519  -1.916667  0.04769630
0.366519  -1.875000  0.05234619
0.366519  -1.833333  0.05743311
0.366519  -1.791667  0.06299483
0.366519  -1.750000  0.06907172
0.366519  -1.708333  0.07570681
0.366519  -1.666667  0.08294577
0.366519  -1.625000  0.09083690
0.366519  -1.583333  0.09943106
0.366519  -1.541667  0.10878152
0.366519  -1.500000  0.11894377
0.366519  -1.458333  0.12997525
0.366519  -1.416667  0.14193495
0.366519  -1.375000  0.15488298
0.366519  -1.333333  0.16887993
0.366519  -1.291667  0.18398622
0.366519  -1.250000  0.20026123
0.366519  -1.208333  0.21776231
0.366519  -1.166667  0.23654371
0.366519  -1.125000  0.25665530
0.366519  -1.083333  0.27814123
0.366519  -1.041667  0.30103846
0.366519  -1.000000  0.32537522
0.366519  -0.958333  0.35116942
0.366519  -0.916667  0.37842709
0.366519  -0.875000  0.40714091
0.366519  -0.833333  0.43728875
0.366519  -0.791667  0.46883258
0.366519  -0.750000  0.50171748
0.366519  -0.708333  0.53587113
0.366519  -0.666667  0.57120355
0.366519  -0.625000  0.60760747
0.366519  -0.583333  0.64495903
0.366519  -0.541667  0.68311906
0.366519  -0.500000  0.72193488
0.366519  -0.458333  0.76124252
0.366519  -0.416667  0.80086933
0.366519  -0.375000  0.84063698
0.366519  -0.333333  0.88036457
0.366519  -0.291667  0.91987195
0.366519  -0.250000  0.95898291
0.366519  -0.208333  0.99752831
0.366519  -0.166667  1.03534885
0.366519  -0.125000  1.07229758
0.366519  -0.083333  1.10824193
0.366519  -0.041667  1.14306523
0.366519  0.000000  1.17666780
0.366519  0.041667  1.20896746
0.366519  0.083333  1.23989964
0.366519  0.125000  1.26941697
0.366519  0.166667  1.29748860
0.366519  0.208333  1.32409910
0.366519  0.250000  1.34924722
0.366519  0.291667  1.37294446
0.366519  0.333333  1.39521348
0.366519  0.375000  1.41608656
0.366519  0.416667  1.43560403
0.366519  0.458333  1.45381274
0.366519  0.500000  1.47076466
0.366519  0.541667  1.48651556
0.366519  0.583333  1.50112382
0.366519  0.625000  1.51464938
0.366519  0.666667  1.52715283
0.366519  0.708333  1.53869465
0.366519  0.750000  1.54933450
0.366519  0.791667  1.55913074
0.366519  0.833333  1.56813999
0.366519  0.875000  1.57641679
0.366519  0.916667  1.58401336
0.366519  0.958333  1.59097945
0.366519  1.000000  1.59736219
0.366519  1.041667  1.60320609
0.366519  1.083333  1.60855299
0.366519  1.125000  1.61344212
0.366519  1.166667  1.61791011
0.366519  1.208333  1.62199112
0.366519  1.250000  1.62571688
0.366519  1.291667  1.62911685
0.366519  1.333333  1.63221828
0.366519  1.375000  1.63504636
0.366519  1.416667  1.63762433
0.366519  1.458333  1.63997360
0.366519  1.500000  1.64211388
0.366519  1.541667  1.64406326
0.366519  1.583333  1.64583838
0.366519  1.625000  1.64745446
0.366519  1.666667  1.64892550
0.366519  1.708333  1.65026426
0.366519  1.750000  1.65148246
0.366519  1.791667  1.65259080
0.366519  1.833333  1.65359905
0.366519  1.875000  1.65451614
0.366519  1.916667  1.65535023
0.366519  1.958333  1.65610875
0.366519  2.000000  1.65679849

0.418879  -3.000000  0.00395775
0.418879  -2.958333  0.00435520
0.418879  -2.916667  0.00479244
0.418879  -2.875000  0.00527344
0.418879  -2.833333  0.00580254
0.418879  -2.791667  0.00638451
0.418879  -2.750000  0.00702460
0.418879  -2.708333  0.00772855
0.418879  -2.666667  0.00850267
0.418879  -2.625000  0.00935388
0.418879  -2.583333  0.01028976
0.418879  -2.541667  0.01131862
0.418879  -2.500000  0.01244955
0.418879  -2.458333  0.01369252
0.418879  -2.416667  0.01505843
0.418879  -2.375000  0.01655918
0.418879  -2.333333  0.01820780
0.418879  -2.291667  0.02001849
0.418879  -2.250000  0.02200678
0.418879  -2.208333  0.02418955
0.418879  -2.166667  0.02658522
0.418879  -2.125000  0.02921379
0.418879  -2.083333  0.03209700
0.418879  -2.041667  0.03525845
0.418879  -2.000000  0.03872369
0.418879  -1.958333  0.04252033
0.418879  -1.916667  0.04667820
0.418879  -1.875000  0.05122942
0.418879  -1.833333  0.05620851
0.418879  -1.791667  0.06165248
0.418879  -1.750000  0.06760089
0.418879  -1.708333  0.07409590
0.418879  -1.666667  0.08118226
0.418879  -1.625000  0.08890733
0.418879  -1.583333  0.09732097
0.418879  -1.541667  0.10647541
0.418879  -1.500000  0.11642511
0.418879  -1.458333  0.12722639
0.418879  -1.416667  0.13893718
0.418879  -1.375000  0.15161648
0.418879  -1.333333  0.16532381
0.418879  -1.291667  0.18011856
0.418879  -1.250000  0.19605910
0.418879  -1.208333  0.21320189
0.418879  -1.166667  0.23160035
0.418879  -1.125000  0.25130368
0.418879  -1.083333  0.27235550
0.418879  -1.041667  0.29479240
0.418879  -1.000000  0.31864250
0.418879  -0.958333  0.34392379
0.418879  -0.916667  0.37064271
0.418879  -0.875000  0.39879255
0.418879  -0.833333  0.42835218
0.418879  -0.791667  0.45928482
0.418879  -0.750000  0.49153718
0.418879  -0.708333  0.52503883
0.418879  -0.666667  0.55970202
0.418879  -0.625000  0.59542198
0.418879  -0.583333  0.63207760
0.418879  -0.541667  0.66953266
0.418879  -0.500000  0.70763762
0.418879  -0.458333  0.74623171
0.418879  -0.416667  0.78514558
0.418879  -0.375000  0.82420413
0.418879  -0.333333  0.86322969
0.418879  -0.291667  0.90204515
0.418879  -0.250000  0.94047721
0.418879  -0.208333  0.97835937
0.418879  -0.166667  1.01553474
0.418879  -0.125000  1.05185849
0.418879  -0.083333  1.08719984
0.418879  -0.041667  1.12144361
0.418879  0.000000  1.15449128
0.418879  0.041667  1.18626153
0.418879  0.083333  1.21669032
0.418879  0.125000  1.24573057
0.418879  0.166667  1.27335143
0.418879  0.208333  1.29953727
0.418879  0.250000  1.32428641
0.418879  0.291667  1.34760976
0.418879  0.333333  1.36952925
0.418879  0.375000  1.39007631
0.418879  0.416667  1.40929033
0.418879  0.458333  1.42721714
0.418879  0.500000  1.44390766
0.418879  0.541667  1.45941658
0.418879  0.583333  1.47380119
0.418879  0.625000  1.48712033
0.418879  0.666667  1.49943353
0.418879  0.708333  1.51080020
0.418879  0.750000  1.52127900
0.418879  0.791667  1.53092730
0.418879  0.833333  1.53980079
0.418879  0.875000  1.54795310
0.418879  0.916667  1.55543563
0.418879  0.958333  1.56229730
0.418879  1.000000  1.56858452
0.418879  1.041667  1.57434109
0.418879  1.083333  1.57960818
0.418879  1.125000  1.58442442
0.418879  1.166667  1.58882587
0.418879  1.208333  1.59284616
0.418879  1.250000  1.59651654
0.418879  1.291667  1.59986601
0.418879  1.333333  1.60292141
0.418879  1.375000  1.60570754
0.418879  1.416667  1.60824729
0.418879  1.458333  1.61056176
0.418879  1.500000  1.61267035
0.418879  1.541667  1.61459088
0.418879  1.583333  1.61633973
0.418879  1.625000  1.61793192
0.418879  1.666667  1.61938121
0.418879  1.708333  1.62070019
0.418879  1.750000  1.62190039
0.418879  1.791667  1.62299236
0.418879  1.833333  1.62398572
0.418879  1.875000  1.62488927
0.418879  1.916667  1.62571105
0.418879  1.958333  1.62645837
0.418879  2.000000  1.62713794

0.471239  -3.000000  0.00386015
0.471239  -2.958333  0.00424780
0.471239  -2.916667  0.00467427
0.471239  -2.875000  0.00514341
0.471239  -2.833333  0.00565947
0.471239  -2.791667  0.00622710
0.471239  -2.750000  0.00685142
0.471239  -2.708333  0.00753803
0.471239  -2.666667  0.00829309
0.471239  -2.625000  0.00912334
0.471239  -2.583333  0.01003619
0.471239  -2.541667  0.01103972
0.471239  -2.500000  0.01214283
0.471239  -2.458333  0.01335522
0.471239  -2.416667  0.01468753
0.471239  -2.375000  0.01615139
0.471239  -2.333333  0.01775949
0.471239  -2.291667  0.01952571
0.471239  -2.250000  0.02146517
0.471239  -2.208333  0.02359437
0.471239  -2.166667  0.02593126
0.471239  -2.125000  0.02849538
0.471239  -2.083333  0.03130795
0.471239  -2.041667  0.03439199
0.471239  -2.000000  0.03777244
0.471239  -1.958333  0.04147626
0.471239  -1.916667  0.04553257
0.471239  -1.875000  0.04997273
0.471239  -1.833333  0.05483046
0.471239  -1.791667  0.06014188
0.471239  -1.750000  0.06594565
0.471239  -1.708333  0.07228294
0.471239  -1.666667  0.07919749
0.471239  -1.625000  0.08673557
0.471239  -1.583333  0.09494592
0.471239  -1.541667  0.10387962
0.471239  -1.500000  0.11358991
0.471239  -1.458333  0.12413190
0.471239  -1.416667  0.13556227
0.471239  -1.375000  0.14793879
0.471239  -1.333333  0.16131977
0.471239  -1.291667  0.17576339
0.471239  -1.250000  0.19132693
0.471239  -1.208333  0.20806578
0.471239  -1.166667  0.22603244
0.471239  -1.125000  0.24527533
0.471239  -1.083333  0.26583743
0.471239  -1.041667  0.28775496
0.471239  -1.000000  0.31105582
0.471239  -0.958333  0.33575814
0.471239  -0.916667  0.36186872
0.471239  -0.875000  0.38938160
0.471239  -0.833333  0.41827669
0.471239  -0.791667  0.44851864
0.471239  -0.750000  0.48005595
0.471239  -0.708333  0.51282033
0.471239  -0.666667  0.54672652
0.471239  -0.625000  0.58167257
0.471239  -0.583333  0.61754044
0.471239  -0.541667  0.65419727
0.471239  -0.500000  0.69149703
0.471239  -0.458333  0.72928261
0.471239  -0.416667  0.76738836
0.471239  -0.375000  0.80564289
0.471239  -0.333333  0.84387214
0.471239  -0.291667  0.88190252
0.471239  -0.250000  0.91956398
0.471239  -0.208333  0.95669309
0.471239  -0.166667  0.99313569
0.471239  -0.125000  1.02874937
0.471239  -0.083333  1.06340542
0.471239  -0.041667  1.09699037
0.471239  0.000000  1.12940704
0.471239  0.041667  1.16057511
0.471239  0.083333  1.19043119
0.471239  0.125000  1.21892852
0.471239  0.166667  1.24603629
0.471239  0.208333  1.27173864
0.471239  0.250000  1.29603345
0.471239  0.291667  1.31893096
0.471239  0.333333  1.34045229
0.471239  0.375000  1.36062790
0.471239  0.416667  1.37949612
0.471239  0.458333  1.39710166
0.471239  0.500000  1.41349423
0.471239  0.541667  1.42872730
0.471239  0.583333  1.44285692
0.471239  0.625000  1.45594070
0.471239  0.666667  1.46803694
0.471239  0.708333  1.47920387
0.471239  0.750000  1.48949898
0.471239  0.791667  1.49897853
0.471239  0.833333  1.50769715
0.471239  0.875000  1.51570746
0.471239  0.916667  1.52305987
0.471239  0.958333  1.52980242
0.471239  1.000000  1.53598066
0.471239  1.041667  1.54163757
0.471239  1.083333  1.54681360
0.471239  1.125000  1.55154666
0.471239  1.166667  1.55587218
0.471239  1.208333  1.55982318
0.471239  1.250000  1.56343036
0.471239  1.291667  1.56672219
0.471239  1.333333  1.56972505
0.471239  1.375000  1.57246331
0.471239  1.416667  1.57495945
0.471239  1.458333  1.57723420
0.471239  1.500000  1.57930661
0.471239  1.541667  1.58119421
0.471239  1.583333  1.58291309
0.471239  1.625000  1.58447800
0.471239  1.666667  1.58590247
0.471239  1.708333  1.58719886
0.471239  1.750000  1.58837852
0.471239  1.791667  1.58945180
0.471239  1.833333  1.59042817
0.471239  1.875000  1.59131627
0.471239  1.916667  1.59212399
0.471239  1.958333  1.59285854
0.471239  2.000000  1.59352648

0.523599  -3.000000  0.00375197
0.523599  -2.958333  0.00412876
0.523599  -2.916667  0.00454329
0.523599  -2.875000  0.00499929
0.523599  -2.833333  0.00550090
0.523599  -2.791667  0.00605264
0.523599  -2.750000  0.00665948
0.523599  -2.708333  0.00732687
0.523599  -2.666667  0.00806079
0.523599  -2.625000  0.00886781
0.523599  -2.583333  0.00975512
0.523599  -2.541667  0.01073058
0.523599  -2.500000  0.01180284
0.523599  -2.458333  0.01298134
0.523599  -2.416667  0.01427642
0.523599  -2.375000  0.01569937
0.523599  -2.333333  0.01726256
0.523599  -2.291667  0.01897946
0.523599  -2.250000  0.02086479
0.523599  -2.208333  0.02293460
0.523599  -2.166667  0.02520633
0.523599  -2.125000  0.02769900
0.523599  -2.083333  0.03043324
0.523599  -2.041667  0.03343145
0.523599  -2.000000  0.03671788
0.523599  -1.958333  0.04031877
0.523599  -1.916667  0.04426246
0.523599  -1.875000  0.04857946
0.523599  -1.833333  0.05330257
0.523599  -1.791667  0.05846698
0.523599  -1.750000  0.06411031
0.523599  -1.708333  0.07027265
0.523599  -1.666667  0.07699660
0.523599  -1.625000  0.08432722
0.523599  -1.583333  0.09231202
0.523599  -1.541667  0.10100076
0.523599  -1.500000  0.11044534
0.523599  -1.458333  0.12069953
0.523599  -1.416667  0.13181861
0.523599  -1.375000  0.14385897
0.523599  -1.333333  0.15687755
0.523599  -1.291667  0.17093122
0.523599  -1.250000  0.18607597
0.523599  -1.208333  0.20236604
0.523599  -1.166667  0.21985287
0.523599  -1.125000  0.23858398
0.523599  -1.083333  0.25860166
0.523599  -1.041667  0.27994163
0.523599  -1.000000  0.30263159
0.523599  -0.958333  0.32668973
0.523599  -0.916667  0.35212328
0.523599  -0.875000  0.37892704
0.523599  -0.833333  0.40708209
0.523599  -0.791667  0.43655464
0.523599  -0.750000  0.46729512
0.523599  -0.708333  0.49923761
0.523599  -0.666667  0.53229963
0.523599  -0.625000  0.56638231
0.523599  -0.583333  0.60137105
0.523599  -0.541667  0.63713672
0.523599  -0.500000  0.67353718
0.523599  -0.458333  0.71041940
0.523599  -0.416667  0.74762187
0.523599  -0.375000  0.78497734
0.523599  -0.333333  0.82231583
0.523599  -0.291667  0.85946764
0.523599  -0.250000  0.89626644
0.523599  -0.208333  0.93255220
0.523599  -0.166667  0.96817387
0.523599  -0.125000  1.00299177
0.523599  -0.083333  1.03687955
0.523599  -0.041667  1.06972566
0.523599  0.000000  1.10143449
0.523599  0.041667  1.13192682
0.523599  0.083333  1.16114005
0.523599  0.125000  1.18902780
0.523599  0.166667  1.21555934
0.523599  0.208333  1.24071858
0.523599  0.250000  1.26450291
0.523599  0.291667  1.28692185
0.523599  0.333333  1.30799561
0.523599  0.375000  1.32775361
0.523599  0.416667  1.34623300
0.523599  0.458333  1.36347721
0.523599  0.500000  1.37953464
0.523599  0.541667  1.39445739
0.523599  0.583333  1.40830011
0.523599  0.625000  1.42111904
0.523599  0.666667  1.43297112
0.523599  0.708333  1.44391324
0.523599  0.750000  1.45400159
0.523599  0.791667  1.46329119
0.523599  0.833333  1.47183545
0.523599  0.875000  1.47968588
0.523599  0.916667  1.48689179
0.523599  0.958333  1.49350021
0.523599  1.000000  1.49955572
0.523599  1.041667  1.50510041
0.523599  1.083333  1.51017388
0.523599  1.125000  1.51481327
0.523599  1.166667  1.51905327
0.523599  1.208333  1.52292622
0.523599  1.250000  1.52646221
0.523599  1.291667  1.52968912
0.523599  1.333333  1.53263281
0.523599  1.375000  1.53531714
0.523599  1.416667  1.53776415
0.523599  1.458333  1.53999415
0.523599  1.500000  1.54202581
0.523599  1.541667  1.54387632
0.523599  1.583333  1.54556143
0.523599  1.625000  1.54709561
0.523599  1.666667  1.54849211
0.523599  1.708333  1.54976306
0.523599  1.750000  1.55091958
0.523599  1.791667  1.55197180
0.523599  1.833333  1.55292902
0.523599  1.875000  1.55379971
0.523599  1.916667  1.55459160
0.523599  1.958333  1.55531175
0.523599  2.000000  1.55596660

0.575959  -3.000000  0.00363351
0.575959  -2.958333  0.00399841
0.575959  -2.916667  0.00439985
0.575959  -2.875000  0.00484147
0.575959  -2.833333  0.00532725
0.575959  -2.791667  0.00586158
0.575959  -2.750000  0.00644928
0.575959  -2.708333  0.00709563
0.575959  -2.666667  0.00780641
0.575959  -2.625000  0.00858799
0.575959  -2.583333  0.00944732
0.575959  -2.541667  0.01039205
0.575959  -2.500000  0.01143052
0.575959  -2.458333  0.01257190
0.575959  -2.416667  0.01382619
0.575959  -2.375000  0.01520435
0.575959  -2.333333  0.01671834
0.575959  -2.291667  0.01838123
0.575959  -2.250000  0.02020728
0.575959  -2.208333  0.02221202
0.575959  -2.166667  0.02441238
0.575959  -2.125000  0.02682678
0.575959  -2.083333  0.02947521
0.575959  -2.041667  0.03237939
0.575959  -2.000000  0.03556282
0.575959  -1.958333  0.03905095
0.575959  -1.916667  0.04287124
0.575959  -1.875000  0.04705328
0.575959  -1.833333  0.05162889
0.575959  -1.791667  0.05663220
0.575959  -1.750000  0.06209969
0.575959  -1.708333  0.06807027
0.575959  -1.666667  0.07458529
0.575959  -1.625000  0.08168850
0.575959  -1.583333  0.08942600
0.575959  -1.541667  0.09784615
0.575959  -1.500000  0.10699936
0.575959  -1.458333  0.11693790
0.575959  -1.416667  0.12771552
0.575959  -1.375000  0.13938708
0.575959  -1.333333  0.15200802
0.575959  -1.291667  0.16563372
0.575959  -1.250000  0.18031878
0.575959  -1.208333  0.19611612
0.575959  -1.166667  0.21307602
0.575959  -1.125000  0.23124498
0.575959  -1.083333  0.25066449
0.575959  -1.041667  0.27136972
0.575959  -1.000000  0.29338809
0.575959  -0.958333  0.31673787
0.575959  -0.916667  0.34142668
0.575959  -0.875000  0.36745015
0.575959  -0.833333  0.39479060
0.575959  -0.791667  0.42341589
0.575959  -0.750000  0.45327860
0.575959  -0.708333  0.48431538
0.575959  -0.666667  0.51644673
0.575959  -0.625000  0.54957718
0.575959  -0.583333  0.58359592
0.575959  -0.541667  0.61837786
0.575959  -0.500000  0.65378520
0.575959  -0.458333  0.68966938
0.575959  -0.416667  0.72587346
0.575959  -0.375000  0.76223478
0.575959  -0.333333  0.79858785
0.575959  -0.291667  0.83476732
0.575959  -0.250000  0.87061098
0.575959  -0.208333  0.90596259
0.575959  -0.166667  0.94067459
0.575959  -0.125000  0.97461034
0.575959  -0.083333  1.00764613
0.575959  -0.041667  1.03967260
0.575959  0.000000  1.07059588
0.575959  0.041667  1.10033807
0.575959  0.083333  1.12883741
0.575959  0.125000  1.15604804
0.575959  0.166667  1.18193930
0.575959  0.208333  1.20649490
0.575959  0.250000  1.22971170
0.575959  0.291667  1.25159846
0.575959  0.333333  1.27217442
0.575959  0.375000  1.29146784
0.575959  0.416667  1.30951457
0.575959  0.458333  1.32635666
0.575959  0.500000  1.34204105
0.575959  0.541667  1.35661832
0.575959  0.583333  1.37014160
0.575959  0.625000  1.38266561
0.575959  0.666667  1.39424576
0.575959  0.708333  1.40493747
0.575959  0.750000  1.41479550
0.575959  0.791667  1.42387347
0.575959  0.833333  1.43222348
